1:1	Lii mooy cosaanu Yeesu Kirist, sëtu Daawuda, sëtu Ibraayma.
24:16	Bu ngeen gisee loolu nag, ku nekk ci biir diiwaanu Yude, nanga daw ca tund ya;
24:17	ku nekk ci kaw taax ma, bul wàcc ngir fab say yëf, ya nekk ci biir kër ga;
24:18	ku nekk ca tool ba, bul ñibbi ngir fab sa mbubb.
24:19	Ngalla jigéen ñi ëmb ca bés yooyu, ngalla it ñiy nàmpal!
24:20	Ñaanleen nag seen gàddaay bumu nekk jamonoy seddaayu lolli, walla bésu noflaay bi.
24:21	Ndaxte booba dina am metit wu réy wu musul a am, ba àddina sosoo ak tey, te dootul am mukk.
24:22	Te bu ñu wàññiwul bés yooyu, kenn du mucc, waaye dees na leen wàññi ndax ñi Yàlla tànn.
24:23	«Booba nag, bu leen kenn waxee: “Kaayleen gis, Kirist a ngi fi,” mbaa: “Mu nga fale,” buleen ko gëm.
24:24	Ndaxte ñi mbubboo turu Kirist ak ñi mbubboo turu yonent dinañu feeñ, di joxe ay firnde yu réy ak ay kéemaan, ba ciy nax sax ñi Yàlla tànn, su loolu manoon a am.
24:25	Wax naa leen ko lu jiitu.
24:26	«Bu ñu leen waxee nag: “Seetleen, mu nga nale ca àll ba,” buleen génn, mbaa ñu ne: “Seetleen mu ngi nii ci biir kër gi,” buleen ko gëm.
24:27	Ndaxte ni melax di fàqe penku, te lerax ba sowu, noonu la ñëwu Doomu nit ki di mel.
24:28	Fa médd nekk, fa la tan yiy dajee.
24:29	«Gannaaw metitu bés yooyule nag, ca saa sa jant bi dina lëndëm te weer wi dootul leer; biddiiw yi dinañu fàq, daanu ci asamaan, te kàttani asamaan yi yengu.
24:30	Booba firnde ji taxaw, Doomu nit ki feeñ ci asamaan, te xeeti àddina sépp dinañu jooy. Dinañu gis Doomu nit ki di ñëw ci niiri asamaan si, ànd ak kàttan ak ndam lu réy.
24:31	Dina yónni ay malaakaam ak baatu liit bu dégtu, ñu dajale ñi mu tànn ci ñeenti xebla yi, fa asamaan dale ba fu mu yem.»
24:32	Yeesu teg ca ne: «Jàngleen misaalu garabu figg ga. Boo xamee ne ay bànqaasam duy nañu, ay xobam sëq, xam ngeen ne nawet jege na.
24:33	Noonu yéen itam bu ngeen gisee loolu lépp, xamleen ne jege na, mu ngi ci bunt bi sax.
24:34	Ci dëgg maa ngi leen koy wax, niti jamono jii duñu wéy te loolu lépp amul.
24:35	Asamaan ak suuf dinañu wéy, waaye samay wax du wéy mukk.
24:36	«Waaye bés booba walla waxtu wa, kenn xamul kañ lay doon; du malaaka yi ci kaw, du sax man Doom ji, waaye Baay bi rekk moo ko xam.
24:37	Ni bési Nóoyin ya, noonu lay mel, bu Doomu nit ki di ñëw.
24:38	Ndaxte ca bés ya jiitu mbënn ma, nit ñaa ngi doon lekk di naan, góor yaa ngi doon takk jabar, tey maye seeni doom, ba bés ba Nóoyin duggee ca gaal ga;
24:39	xalaatuñu woon dara, ba kera ndoxum mbënn ma di dikk, yóbbu leen. Noonu lay mel ci ñëwu Doomu nit ki.
24:40	«Bu boobaa ci ñaar ñu nekk cib tool, dinañu jël kenn ki, bàyyi ki ci des.
24:41	Ci ñaari jigéen ñuy wol ca ëtt ba, dinañu jël kenn ki, bàyyi ki ci des.
24:42	Yeewuleen nag, ndaxte xamuleen bés bu seen Boroom di ñëw.
24:43	Waaye xamleen lii: bu boroom kër gi xamoon, ci ban waxtu ci guddi la sàcc bi di ñëw, kon dina yeewu te du ko bàyyi, mu toj këram.
24:44	Loolu moo tax yéen itam taxawleen jonn, ndaxte Doomu nit ki dina ñëw ci waxtu wu ngeen ko séenuwul.»
24:45	Yeesu teg ca ne: «Kan moo nekk surga bu takku te teey, bu njaatigeem teg ci waa kër gi, ngir mu leen di dundal ca jamono ja?
24:46	Bu njaatigeem ñëwee te gis muy def noonu, surga boobu dina am ngërëm.
24:47	Ci dëgg maa ngi leen koy wax, njaatige bi dina ko teg ci alalam jépp.
24:48	Waaye bu dee surga bu bon bu naan ci xelam: “Sama njaatige day yéex a ñëw,”
24:49	mu tàmbalee dóor ay bokki surgaam, di lekk te naan ak naankat ya,
24:50	kon njaatige ba dina ñëw ci bés bu mu ko séenuwul ak waxtu wu mu xamul.
24:51	Dina ko dóor ay yar yu metti, jox ko añub naaféq. Foofa dees na fa jooy tey yéyu.
25:1	«Booba nguuru Yàlla Aji Kawe ji dina mel ni fukki janq, ñu fab seeni làmp, génn, gatanduji boroom séet ba.
25:2	Fekk juróom ca janq ya di ñu am xel, juróom ya ca des ñàkk xel.
25:3	Ñi ñàkk xel nag fab nañu seeni làmp, waaye fabaalewuñu diwlin;
25:4	waaye ñi am xel ñoom fab nañu seeni làmp, fabaale diwlin ciy njaq.
25:5	Ni boroom séet bi yéexee ñëw nag, ñépp gëmmeentu bay nelaw.
25:6	«Noonu ci xaaju guddi baat jib ne: “Boroom séet baa ngi, génnleen, gatandu ko.”
25:7	Bi ko janq ya déggee, ñu jóg, defar seeni làmp.
25:8	Ñi ñàkk xel wax ñi am xel: “Mayleen nu ci seen diwlin, ndaxte sunuy làmp ñu ngi bëgg a fey.”
25:9	Waaye ñi am xel tontu leen ne: “Li nu yor du doy ngir nun ak yéen; tee ngeen a dem ca jaaykat ya, jënd.”
25:10	«Bi nga xamee ne dem nañu jëndi, boroom séet ba agsi. Ñi amoon diwlin ci seeni làmp, ànd ak boroom séet ba ca reer ya. Noonu bunt ba tëj.
25:11	Gannaaw loolu janq ya ca des agsi naan: “Sang bi, Sang bi, ubbil nu.”
25:12	Waaye mu tontu leen ne: “Ci dëgg maa ngi leen koy wax, xawma leen.”
25:13	«Yeewuleen nag, ndaxte xamuleen bés ba mbaa waxtu wa.
25:14	«Te it nguuru Yàlla dafa mel ni kuy tukki bitim réew. Bi mu laata dem, mu woo ay surgaam, batale leen alalam, ku nekk lu mu àttan.
25:15	Kenn ka, mu dénk ko juróomi milyoŋ, keneen ka, mu dénk ko ñaar; ka ca des, benn; daldi tukki.
25:16	«Bi mu demee nag, ki jot juróomi milyoŋ ya dem, di ci jula, ba amaat yeneen juróom.
25:17	Noonu it ki jot ñaar amaat yeneen ñaar.
25:18	Waaye ki jot benn milyoŋ dem, gas pax, nëbb fa xaalisu njaatigeem.
25:19	«Gannaaw diir bu yàgg njaatigeb surga ya dellusi, daldi leen laaj alalam.
25:20	Noonu ki jot juróomi milyoŋ ya jegeñsi, indi yeneen juróom naan: “Kilifa gi, dénk nga ma juróomi milyoŋ; seetal, ame naa ci yeneen juróom.”
25:21	Njaatigeem tontu ko: “Def nga lu baax, surga bu baax nga te takku. Gannaaw takku nga ci lu tuuti, dinaa la dénk lu bare. Kaay bokk ci sama mbég.”
25:22	Naka noona ki jot ñaari milyoŋ it jegeñsi ne ko: “Kilifa gi, dénk nga ma ñaari milyoŋ, seetal, ame naa ci yeneen ñaar.”
25:23	Njaatigeem ne ko: “Def nga lu baax, surga bu baax nga te takku. Gannaaw takku nga ci lu tuuti, dinaa la dénk lu bare. Kaay bokk ci sama mbég.”
25:24	«Gannaaw loolu nag, ki jot benn milyoŋ jegeñsi ne ko: “Kilifa gi, xamoon naa ne, nit ku néeg nga; dangay dajale foo jiwul, tey góob foo faruwul.
25:25	Moo tax ma ragaloon la, ba dem, nëbb sa xaalis ci biir suuf; mi ngii, fabal li nga moom.”
25:26	Waaye njaatigeem tontu ko: “Surga bu bon nga te tayel! Gannaaw xamoon nga ne, damay dajale fu ma jiwul, tey góob fu ma faruwul,
25:27	kon waroon ngaa yóbbu sama xaalis ca denckati xaalis ya. Bés bu ma ñëwee nag, ma man a jot li ma moom ak la mu jur.”
25:28	Noonu njaatige bi ne: “Nanguleen xaalis bi ci moom, jox ko boroom fukki milyoŋ yi.
25:29	Ndaxte ku am dinañu la dolli, ba nga barele, waaye ku amul, li nga am as néew sax, dinañu ko nangu.
25:30	Te sànnileen surga bu amul njariñ bi ci biti ci lëndëm gi. Foofa dees na fa jooy te yéyu.”
25:31	«Boo xamee ne Doomu nit ki mu ngi ñëw ci ndamam, ànd ak malaaka yépp, booba dina falu ni buur, toog ci jalam bu soloo ndam.
25:32	Bu boobaa dees na dajale xeeti àddina yépp ci kanamam, te dina leen xàjjale, ni sàmm di xàjjalee xar yi ak bëy yi,
25:33	mu teg xar yi ci ndeyjooram, bëy yi ci càmmooñam.
25:34	«Noonu Buur bi dina wax ñi féete ndeyjoor: “Agsileen, yéen ñi sama Baay barkeel, jël-leen nguur, gi ñu leen waajal li dale ci njàlbéenug àddina.
25:35	Ndaxte xiifoon naa, ngeen jox ma, ma lekk; te mar, ngeen jox ma, ma naan; nekkoon naa ab doxandéem, ngeen fat ma;
25:36	te rafle, ngeen wodd ma; woppoon naa, ngeen seetsi ma; te ñu tëj ma, ngeen ñëw fi man.”
25:37	Ci kaw loolu ñi jub dinañu tontu ne: “Boroom bi, kañ lanu la gisoon, nga xiif, nu jox la, nga lekk; mbaa nga mar, nu jox la, nga naan?
25:38	Kañ lanu la gisoon, nga nekk ab doxandéem, nu fat la; mbaa nga rafle, nu wodd la?
25:39	Kañ lanu la gisoon, nga wopp mbaa ñu tëj la, nu ñëw ci yaw?”
25:40	Noonu Buur bi dina leen tontu ne: “Ci dëgg maa ngi leen koy wax, saa yu ngeen defalee loolu kenn ki gën a ndaw ci sama bokk yii, man ngeen ko defal.”
25:41	«Gannaaw loolu dina wax ñi ci càmmooñam: “Soreleen ma yéen ñi alku, te dem ci safara su dul fey, si ñu sàkkal Seytaane ak ay malaakaam.
25:42	Ndaxte xiifoon naa waaye joxuleen ma, ma lekk; te mar waaye joxuleen ma, ma naan.
25:43	nekkoon naa ab doxandéem, waaye fatuleen ma; te rafle, waaye wodduleen ma; woppoon naa te ñu tëj ma, waaye seetsiwuleen ma.”
25:44	Ci kaw loolu dinañu tontu ne: “Boroom bi, kañ lanu la gisoon, nga xiif, mbaa nga mar, nga nekk ab doxandéem mbaa rafle, nga wopp mbaa ñu tëj la, te topptoowunu la?”
25:45	Kon dina leen tontu ne: “Ci dëgg maa ngi leen koy wax, saa su ngeen ko defalul kenn ci ñi gën a ndaw, man ngeen ko defalul.”
25:46	Noonu ñii dinañu sóobu ci mbugal gu dul jeex, waaye ñi jub dinañu tàbbi ci dund gu dul jeex.»
26:1	Bi nga xamee ne Yeesu wax na loolu lépp ba noppi, mu ne taalibeem ya:
26:2	«Xam ngeen ne, ñaari fan a des ci màggalu bésu Jéggi ba, te dinañu wor Doomu nit ki, daaj ko ci bant.»
26:3	Booba nag saraxalekat yu mag ya ak njiiti xeet wa dajaloo ca kër gu réy gu saraxalekat bu mag ba, tudd Kayif.
26:4	Ñu daldi gise, ba xam lu ñu man a fexe, ba jàpp Yeesu, reylu ko.
26:5	Waaye ñu ne: «Bumu doon ci bésu màggal bi, ngir yengu-yengu bañ a am ci nit ñi.»
26:6	Bi nga xamee ne Yeesu nekkoon na dëkku Betani ca kër Simoŋ ma gaana woon,
26:7	jenn jigéen ñëw ci moom, yor njaq lu ñu yette doj wu ñuy wax albaatar. Njaq la def latkoloñ bu jar lu baree-bare. Noonu bi Yeesu toogee di lekk, jigéen ji tuur ko ci boppu Yeesu.
26:8	Waaye bi ko taalibe ya gisee, ñu daldi mer ne: «Yàq gii lu muy jariñ?
26:9	Maneesoon na koo jaay ci lu bare, jox xaalis bi miskin yi.»
26:10	Yeesu nag xam la ñu wax, mu ne leen: «Jigéen ji defal na ma jëf ju rafet; lu tax ngeen di ko sonal?
26:11	Miskin yaa ngi ak yéen bés bu nekk, waaye dungeen ma gis ba fàww.
26:12	Kii, ci li mu tuur latkoloñ bii ci sama yaram, def na ko ngir waajal sama rob.
26:13	Ci dëgg maa ngi leen koy wax, fépp fu ñuy yéene xebaar bu baax bi ci àddina sépp, dinañu fa fàttali it li jigéen jii def.»
26:14	Ca waxtu woowu kenn ci fukki taalibe ya ak ñaar, ku tudd Yudaa Iskariyo, dem ca saraxalekat yu mag ya,
26:15	ne leen: «Lan ngeen ma man a jox, ngir ma jébbal leen Yeesu?» Noonu saraxalekat ya daldi ko waññal fanweeri poseti estateer.
26:16	Li dale ci saa soosa nag Yudaa di fexe jamono ju mu leen man a jébbal Yeesu.
26:17	Bés bu jëkk ca màggal, ga ñuy wax Mburu ya amul lawiir, taalibe yi ñëw ci Yeesu ne ko: «Foo bëggoon nu defaral la reeru màggalu Jéggi ba?»
26:18	Yeesu tontu leen: «Demleen ca dëkk ba, jëm ca diw, ngeen ne ko: “Kilifa gi nee na: Sama jamono jege na; ci sa kër laay màggalsi xewu Jéggi ba, man ak samay taalibe.”»
26:19	Noonu taalibe yi defar reeru Jéggi ba, na leen Yeesu waxe woon.
26:20	Bi nga xamee ne timis jot na, Yeesu toog di lekk, moom ak fukki taalibe yi ak ñaar.
26:21	Bi ñuy lekk, mu ne leen: «Ci dëgg maa ngi leen koy wax, kenn ci yéen dina ma wor.»
26:22	Taalibe ya am naqaru xol bu réy; ku nekk daldi ne ko: «Mbaa du man, Boroom bi?»
26:23	Yeesu tontu leen ne: «Ki dugal loxoom ak man ci ndab li, kooku moo may wor.
26:24	Doomu nit ki mu ngi dem, ni ñu ko waxe ci Mbind mi, waaye ki koy wor dina torox; bañoon a juddu moo gënoon ci moom.»
26:25	Yudaa, mi ko nar a wor, laaj ko: «Mbaa du man, kilifa gi?» Yeesu ne ko: «Wax nga ko.»
26:26	Noonu bu ñuy lekk, Yeesu jël mburu, sant Yàlla, damm ko, jox ko taalibe ya. Mu ne leen: «Jël-leen lekk, lii sama yaram la.»
26:27	Gannaaw loolu mu jël kaas, sant Yàlla, jox leen ko. Mu ne leen: «Yéen ñépp naanleen ci,
26:28	ndaxte lii sama deret la, ji fas kóllëre gi, te mu tuuru, ngir ñu bare jot mbaalug bàkkaar yi.
26:29	Maa ngi leen di wax, dootuma naan gannaawsi tey ndoxum réseñ mii, ba kera may naan ak yéen ndoxum réseñ mu bees ci sama nguuru Baay.»
26:30	Gannaaw loolu ñu woy Yàlla, ba noppi génn, dem ca tundu Oliw ya.
26:31	Booba Yeesu ne leen: «Yéen ñépp dingeen ma dàggeeku ci guddi gii, ndaxte bind nañu: “Dinaa dóor sàmm bi, xari jur gi tasaaroo.”
26:32	Waaye bu ma dekkee, dinaa leen jiituji Galile.»
26:33	Piyeer nag daldi jël kàddu gi naan: «Bu la ñépp dàggeekoo, man duma la dàggeeku mukk.»
26:34	Yeesu ne ko: «Ci dëgg maa ngi la koy wax, ci guddi gii, bala ginaar a sab, dinga ma weddi ñetti yoon.»
26:35	Piyeer tontu ko: «Boo xamee ne sax, damaa war a dee ak yaw, duma la weddi mukk.» Taalibe yépp it waxe noonu.
26:36	Bi loolu amee Yeesu ànd ak ñoom ba ca bérab bu tudd Setsemane, mu ne taalibe ya: «Toogleen fii, ma dem fale, ñaan fa.»
26:37	Bi mu waxee loolu, mu ànd ak Piyeer ak ñaari doomi Sebede, daldi am tiis ba xonett.
26:38	Mu ne leen: «Sama xol dafa tiis, ba may bëgg a dee; toogleen fi, xool ak man.»
26:39	Bi mu waxee loolu, Yeesu dem ci kanam tuuti, ne nërëm ci suuf, di ñaan ne: «Sama Baay, bu manee am, na ma kaasu naqar bii teggi! Moona, bumuy ci sama coobare, waaye na sa coobare am.»
26:40	Noonu mu ñëw ca taalibe ya, fekk leen ñuy nelaw. Mu ne Piyeer: «Amuleen sax dooley xoolandoo ak man benn waxtu?
26:41	Xool-leen te ñaan, ngir bañ a daanu cig fiir; seen xol jag na, waaye seen bind a woyof.»
26:42	Yeesu delluwaat di ñaan ne: «Sama Baay, bu fekkee ne kaasu naqar bii mënu maa teggi te naanuma ko, kon na sa coobare am.»
26:43	Yeesu ñëwaat ca taalibe ya, fekk leen ñuy nelaw, ndaxte seeni bët dañoo diis.
26:44	Mu daldi leen bàyyi, waxaat loolu ñetteel bi yoon.
26:45	Noonu mu ñëw ca taalibe ya ne leen: «Nelawleen léegi te noppalu. Waxtu wu ñu ma war a jébbale ci loxoy bàkkaarkat yi, jege na.
26:46	Jógleen nu dem; xool-leen, ki may wor a ngi nii, di ñëw.»
26:47	Bi muy wax loolu nag, Yudaa, mi bokkoon ca fukki taalibe ya ak ñaar te naroon koo wor, agsi, ànd ak mbooloo mu bare, jóge ca saraxalekat yu mag ya ak ca njiiti xeet wa, te gànnaayoo jaasi ak yet.
26:48	Fekk Yudaa moomu joxoon na leen tegtal ne leen: «Ki may fóon, moom la; jàppleen ko.»
26:49	Mu daldi ñëw ci Yeesu nag ne ko: «Salaamu àleykum, kilifa gi!» daldi ko fóon bu tàng.
26:50	Yeesu tontu ko: «Sama xarit, xam naa lu tax nga ñëw.» Noonu ñu daldi jegesi, song ko, jàpp ko.
26:51	Ca saa sa kenn ci ñi ànd ak Yeesu bocci jaaseem, dóor surgab saraxalekat bu mag ba, nopp ba dagg.
26:52	Waaye Yeesu ne ko: «Roofal sa jaasi ci mbaram, ndaxte ku bocci jaasi, jaasi moo lay rey.
26:53	Xanaa xamuloo ne, man naa laaj sama Baay, te dina ma may ci taxawaay bi mbooloom malaaka mu xel dajul?
26:54	Waaye su ma ko defoon, nan la Mbind mi man a ame? Ndaxte Mbind mi nee na, nii la war a ame.»
26:55	Booba Yeesu ne mbooloo mi: «Jóg ngeen ngir jàpp ma, gànnaayoo jaasi ak yet, mel ni ñuy topp sàcc. Moona daa naa toog bés bu nekk ca kër Yàlla ga, di jàngale, te jàppuleen ma.
26:56	Waaye lii lépp xew na, ngir amal Mbindi yonent yi.» Ci kaw loolu taalibe yépp dëddu ko, daw.
26:57	Ña jàppoon Yeesu yóbbu ko kër Kayif, saraxalekat bu mag ba, fa xutbakat ya ak njiit ya daje.
26:58	Piyeer topp ko fu sore, ba ci ëttu saraxalekat bu mag ba; mu dugg, toog ak surga ya, ngir seet nu mbir may mujje.
26:59	Noonu saraxalekat yu mag ya ak kureelu àttekat ya di seet naaféq bu man a seede ci Yeesu, ba ñu man koo rey,
26:60	waaye mënuñu koo am. Teewul ñu bare ñëwoon nañu, di seede lu dul dëgg. Ba mujj ñaari nit ñëw naan:
26:61	«Kii nee woon na: “Man naa toj kër Yàlla ga, tabaxaat ko ci ñetti fan.”»
26:62	Ci kaw loolu saraxalekat bu mag ba jóg ne ko: «Ndax doo tontu dara? Loo xam ci li ñii seede ci yaw?»
26:63	Waaye Yeesu ne cell. Saraxalekat bu mag ba ne ko: «Giñloo naa la ci Yàlla miy dund, nga wax nu, ndax yaa di Almasi bi, Doomu Yàlla ji.»
26:64	Yeesu tontu ko: «Wax nga ko. Maa ngi leen koy wax it, li dale fii dingeen gis Doomu nit ki toog ci ndeyjooru Aji Kàttan ji, di ñëw ci niiri asamaan si.»
26:65	Bi mu déggee loolu, saraxalekat bu mag ba daldi mer lool, ba xotti ay yéreem, daldi ne: «Weddi na Yàlla, lu nu doyeeti seede? Dégg ngeen ni mu weddee.
26:66	Lu ngeen ci xalaat?» Ñu tontu ko: «Yoon teg na ko dee.»
26:67	Ci kaw loolu ñu daldi tifli ci xar-kanamam, dóor ko ay kurfeñ. Ñeneen talaata ko,
26:68	ne ko: «Yaw Kirist, yonent bi, ndax xam nga ku la dóor?»
26:69	Bi looluy xew, Piyeer moom ma nga toogoon ca biti ca ëtt ba. Noonu benn mbindaan ñëw ci moom ne ko: «Yaw itam àndoon nga ak Yeesum Galile.»
26:70	Waaye Piyeer weddi ko ci kanamu ñépp ne ko: «Xawma li ngay wax.»
26:71	Bi mu ko waxee, mu jëm ca bunt ba, te beneen mbindaan gis ko, mu wax ña fa nekkoon: «Kii àndoon na ak Yeesum Nasaret.»
26:72	Waaye Piyeer weddiwaat, boole ko ak ay ngiñ ne ko: «Xawma nit kooku.»
26:73	Nes tuuti ña fa taxawoon ñëw ci Piyeer ne ko: «Ci lu wóor ne yaw itam bokk nga ci ñoom, ndaxte sa waxin feeñal na la.»
26:74	Bi mu ko déggee, Piyeer daldi giñ ak di waat ne: «Xawma nit kooku.» Te ci taxawaay ginaar daldi sab.
26:75	Noonu Piyeer fàttaliku la Yeesu waxoon ne: «Bala ginaar a sab, dinga ma weddi ñetti yoon.» Mu daldi génn, di jooy jooy yu metti.
27:1	Ci suba teel saraxalekat yu mag yépp ak njiiti xeet wa gise, ngir fexee reylu Yeesu.
27:2	Ñu yeew ko, yóbbu ko, jébbal ko Pilaat boroom réew ma.
27:3	Bi nga xamee ne Yudaa, mi woroon Yeesu, gis na ne, daan nañu ko, mu am naqaru xol. Mu dem nag ca saraxalekat yu mag ya ak njiit ya, delloo leen fanweeri poset yu xaalis,
27:4	ne leen: «Am naa bàkkaar ci li ma wor nit ku tooñul, ngir ñu rey ko.» Ñu tontu ko: «Lu ciy sunu yoon? Loolu yaa ko yég.»
27:5	Noonu Yudaa sànni xaalis ba ca kër Yàlla ga, jóge fa, dem, takk buum ci baatam, xaru.
27:6	Saraxalekat yu mag ya nag fab xaalis ba, naan: «Jaaduwul nu def xaalis bii ci dencukaayu xaalis bi ci kër Yàlla gi, ndaxte njëgu deret la.»
27:7	Ñu daldi diisoo nag, jënd ca xaalis ba toolu defarkatu ndaa ya, ngir di fa suul doxandéem ya.
27:8	Loolu moo tax ñu wooye tool booba ba tey Toolu deret.
27:9	Noonu la ñu waxoon jaarale ko ci yonent Yàlla Yeremi am, bi mu naan: «Fab nañu fanweeri poseti xaalis ya, mooy njëg gi bànni Israyil xayma woon ci nit ki;
27:10	ñu joxe ko ngir toolu defarkatu ndaa ya, ni ma ko Boroom bi sante.»
27:11	Gannaaw loolu Yeesu taxaw ca kanamu boroom réew ma, boroom réew ma laaj ko; «Ndax yaa di buuru Yawut yi?»
27:12	Yeesu tontu ko ne: «Wax nga ko,» waaye tontuwul dara ca la ko saraxalekat yu mag ya ak njiit ya jiiñ.
27:13	Noonu Pilaat ne ko: «Xanaa dégguloo lépp li ñu la jiiñ?»
27:14	Waaye Yeesu tontuwu ko ci dara, ba tax boroom réew ma waaru lool.
27:15	Ca màggal gu nekk nag boroom réew ma daan na may mbooloo ma, ñu tànn kenn ca ña ñu tëjoon, mu daldi leen ko bàyyil.
27:16	Fekk booba amoon nañu ku ñu tëjoon, ku siiw te tudd Barabas.
27:17	Bi nga xamee ne daje nañu nag, Pilaat laaj leen: «Kan ngeen bëgg, ma bàyyi ko, Barabas walla Yeesu mi ñuy wax Kirist?»
27:18	Ndaxte xamoon na ne, kiñaan rekk a taxoon, ñu jébbal ko ko.
27:19	Te it bi mu toogee sax ca jalu àttekaay ba, jabaram yónnee ci moom ne ko: «Bul dugg ci yëfi ku jub kooku, ndaxte tey gént naa ci moom te sonn naa ci lool.»
27:20	Waaye saraxalekat yu mag ya ak njiit ya xiir mbooloo ma, ñu laaj Barabas te reylu Yeesu.
27:21	Noonu boroom réew ma laaj leen: «Kan ci ñaar ñii ngeen bëgg, ma bàyyil leen ko?» Ñu tontu ko: «Barabas.»
27:22	Pilaat ne leen: «Nan laay def nag Yeesu, mi tudd Kirist?» Ñépp tontu ko ne: «Daaj ko ci bant, ba mu dee!»
27:23	Boroom réew ma ne leen: «Lu tax? Gan tooñ la def?» Waaye ñu daldi yuuxu bu gën a kawe naan: «Daaj ko ci bant!»
27:24	Naka Pilaat xam ne, du ci man dara, fekk na sax yengu-yengu bi gën a am doole, mu daldi fab ndox, raxas ay loxoom ca kanamu mbooloo ma ne leen: «Set naa ci deretu ku jub kii; nu ngeen xam, defleen ko.»
27:25	Ñépp tontu ko: «Na deretam dal ci sunu kaw ak sunu kaw njaboot.»
27:26	Noonu Pilaat bàyyil leen Barabas, mu dóorlu Yeesu ay yar, jébbal ko, ngir ñu daaj ko ci bant.
27:27	Bi ñu ko defee xarekati boroom réew ma fab Yeesu, yóbbu ko ci biir kër ga, ñu daldi woo mbooloom xarekat ya yépp ci moom.
27:28	Noonu ñu summi ko, solal ko mbubbum xarekat mu xonq curr.
27:29	Ñu ràbb kaalag dég, teg ko ci boppam, teg bantu xat ci loxol ndeyjooram, sukk ci kanamam, di ko ñaawal ne ko: «Nuyu nanu la, yaw buuru Yawut yi!»
27:30	Ba noppi ñu daldi tifli ci kawam, fab bantu xat ba, dóor ko ci boppam.
27:31	Bi ñu ko ñaawalee ba noppi, ñu summi mbubbum xarekat ma, solalaat ko ay yéreem, yóbbu ko, ngir daaj ko ci bant.
27:32	Bi nga xamee ne génn nañu, ñu daje ak nit ku dëkk Siren te tudd Simoŋ; ñu ga ko, ngir mu gàddu bant, ba ñu war a daaj Yeesu.
27:33	Ñu ñëw nag fa ñuy wax Golgota, biy tekki «Bérabu kaaŋu bopp.»
27:34	Bi ñu fa eggee, ñu jox ko biiñ, ñu def ci lu wex. Waaye bi mu ko mosee, nanguwu koo naan.
27:35	Noonu ñu daaj ko ca bant ba, ñu daldi séddoo ay yéreem, tegoo ko ay bant,
27:36	ba noppi toog fa, di ko wottu.
27:37	Te it ñu teg ci kaw boppam mbind, mu xamle lu tax ñu rey ko, mu ne: «Kii mooy Yeesu, buuru Yawut yi.»
27:38	Booba it ñu daajaale ak moom ñaari taskati réew ma, kenn ci ndeyjooram, ka ca des ci càmmooñam.
27:39	Ña fa doon romb di ko xas, di wëcc seen bopp ndax sib ko,
27:40	naan: «Yaw mi man a toj kër Yàlla ga, tabaxaat ko ci ñetti fan, musalal sa bopp; boo nekkee Doomu Yàlla, wàccal ci bant bi.»
27:41	Saraxalekat yu mag ya ak xutbakat ya ak njiit ya it di ko ñaawal naan:
27:42	«Waa jii musal na ñeneen te mënul a musal boppam! Ndegam mooy buuru Israyil, na wàcc léegi ci bant bi, nu gëm ko.
27:43	Gannaaw dénk na boppam Yàlla, kon na ko Yàlla musal, bu ko soppee, ndaxte nee na: “Maay Doomu Yàlla.”»
27:44	Taskati réew ma it, ya ñu daajaale ak moom, di ko xas noonule.
27:45	La tàmbalee digg-bëccëg, ba ci tisbaar, réew mépp lëndëm.
27:46	Noonu ci wetu ñetti waxtu Yeesu daldi wootee kàddu gu dëgër naan: «Eli, Eli, lema sabaktani?» liy tekki: «Sama Yàlla, sama Yàlla, lu tax nga dëddu ma?»
27:47	Ñenn ña ca ña fa taxaw nag, bi ñu ko déggee, ñu ne: «Mu ngi woo yonent Yàlla Iliyas.»
27:48	Ca saa sa kenn ci ñoom daw, jël aw sagar, capp ko ci bineegar, mu teg ko ci kaw bant, jox ko ko, mu muucu.
27:49	Waaye ña ca des ne: «Bàyyil, nu seet ba xam Iliyas dina ñëw, musal ko.»
27:50	Noonu Yeesu wootewaat ak kàddu gu dëgër, delloo ruuwam Yàlla.
27:51	Ca saa sa ridob bérab bu sell ba ca kër Yàlla ga xar ñaar, li dale ci kaw ba ci suuf; suuf si yengu, doj yi toj, bàmmeel yi ubbiku,
27:52	te ñu bare ci jëmmi nit ñu sell ñu dee, dekki.
27:53	Te gannaaw ndekkitel Yeesu ñu génn ca bàmmeel ya, dugg ca dëkk bu sell ba, te feeñu ñu bare.
27:54	Noonu njiitu xare bi ak ñi ànd ak moom di wottu Yeesu, bi ñu gisee suuf si yengu ak li xew, ñu daldi tiit lool ne: «Ci dëgg, kii Doomu Yàlla la.»
27:55	Amoon na fa it ay jigéen yu bare yu leen dand, di seetaan. Te ñoo jóge woon Galile, ànd ak Yeesu, di ko topptoo.
27:56	Xàmmi nañu ci: Maryaama mi dëkk Magdala, ndeyu Saag ak Yuusufa, ak ndeyu doomi Sebede ya.
27:57	Ca ngoon amoon na taalibeb Yeesu mu ñëw, tudd Yuusufa te dëkk Arimate; ku bare alal la woon.
27:58	Mu dem ca Pilaat, laaj ko néewu Yeesu. Pilaat santaane, ñu jox ko ko.
27:59	Noonu Yuusufa fab jëmm ja, laxas ko ci càngaay lu set,
